CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
19363_351,2,2003-06-01,BOTH,M024868419562,,,Isle of Wight,2017
12252_351,1,2003-01-01,WROM,K037273873334,,,Isle of Wight,2017
111286_351,1,2011-01-01,WIRT,C002175774014,,,Isle of Wight,2017
681201_351,1,2005-07-01,NOBT,V050665460645,,,Isle of Wight,2017
273942_351,1,2013-02-01,AIND,E052172060227,,,Isle of Wight,2017
270202_351,1,2001-12-01,CHNE,K086460646628,,,Isle of Wight,2017
378962_351,1,2002-02-01,OOTH,I087608208262,,,Isle of Wight,2017
938124_351,1,2002-04-01,APKN,B050583816805,,,Isle of Wight,2017
739298_351,1,2009-10-01,APKN,C041201029215,,,Isle of Wight,2017
450751_351,2,2002-12-01,BCRB,S072506468215,,,Isle of Wight,2017
843445_351,1,2007-09-01,ABAN,W092118431572,,,Isle of Wight,2017
406137_351,2,2005-07-01,BAFR,L064994184273,,,Isle of Wight,2017
542487_351,2,2006-01-01,BAFR,K071482772817,,,Isle of Wight,2017
304149_351,1,2007-01-01,BCRB,R030038159601,,,Isle of Wight,2017
242825_351,1,2001-08-01,MWBC,P013780784867,,,Isle of Wight,2017
404888_351,1,2014-09-01,WROM,Z051610276745,,,Isle of Wight,2017
379294_351,2,2007-03-01,MOTH,R017961263974,,,Isle of Wight,2017
697123_351,1,2007-12-01,REFU,Q068272883991,,,Isle of Wight,2017
120527_351,2,2003-04-01,MOTH,X080535521447,,,Isle of Wight,2017
393868_351,2,2014-03-01,WOTH,H029691735727,,,Isle of Wight,2017
634442_351,1,2007-02-01,BCRB,I028712248637,,,Isle of Wight,2017
443581_351,2,2005-03-01,REFU,X022320318432,,,Isle of Wight,2017
255173_351,1,2003-08-01,BCRB,H009832258694,,,Isle of Wight,2017
625326_351,2,2013-12-01,BAFR,S051653616973,,,Isle of Wight,2017
663365_351,1,2002-01-01,WROM,S067404014187,,,Isle of Wight,2017
665446_351,2,2012-02-01,MWBC,S022434489568,,,Isle of Wight,2017
360080_351,1,2012-06-01,MWBA,M063975496989,,,Isle of Wight,2017
150621_351,2,2013-06-01,WIRI,N018501233616,,,Isle of Wight,2017
945427_351,1,2010-10-01,OOTH,T061998276336,,,Isle of Wight,2017
896055_351,2,2014-11-01,MWBC,G055629539108,,,Isle of Wight,2017
98380_351,2,2001-08-01,WROM,D089121144750,,,Isle of Wight,2017
140446_351,2,2013-11-01,REFU,V068052217828,,,Isle of Wight,2017
908473_351,1,2013-12-01,MOTH,S001451056660,,,Isle of Wight,2017
986748_351,1,2006-09-01,WBRI,M041686485947,,,Isle of Wight,2017
296403_351,2,2009-11-01,WROM,X097544124899,,,Isle of Wight,2017
507162_351,2,2011-08-01,WIRT,O036141766160,,,Isle of Wight,2017
68090_351,1,2005-05-01,REFU,P075235676724,,,Isle of Wight,2017
795266_351,2,2007-05-01,NOBT,U057059948376,,,Isle of Wight,2017
91311_351,1,2013-08-01,WBRI,I012519500635,,,Isle of Wight,2017
474968_351,2,2001-06-01,MOTH,A072734498178,,,Isle of Wight,2017
24818_351,1,2011-11-01,MOTH,X011326227602,,,Isle of Wight,2017
766761_351,2,2001-04-01,WBRI,T023986705338,,,Isle of Wight,2017
372832_351,1,2008-01-01,AOTH,G072054559459,,,Isle of Wight,2017
107467_351,1,2003-08-01,AOTH,K084325363535,,,Isle of Wight,2017
807578_351,1,2008-10-01,WROM,K009402446235,,,Isle of Wight,2017
908891_351,2,2007-05-01,WIRT,X017836996123,,,Isle of Wight,2017
756773_351,1,2006-02-01,MWBA,P085866144674,,,Isle of Wight,2017
163549_351,1,2009-02-01,AIND,H069691537179,,,Isle of Wight,2017
626109_351,1,2003-05-01,NOBT,A093378568731,,,Isle of Wight,2017
626759_351,1,2007-05-01,REFU,I001214512563,,,Isle of Wight,2017
996314_351,2,2013-11-01,AOTH,X075799639581,,,Isle of Wight,2017
701805_351,2,2012-07-01,WIRT,N072077741416,,,Isle of Wight,2017
515800_351,1,2002-05-01,WIRT,E037945626269,,,Isle of Wight,2017
453683_351,2,2013-01-01,REFU,C090769747161,,,Isle of Wight,2017
776976_351,1,2011-06-01,WBRI,S032354184056,,,Isle of Wight,2017
21625_351,2,2010-09-01,AIND,O041782076563,,,Isle of Wight,2017
802698_351,1,2012-04-01,OOTH,Z065464126140,,,Isle of Wight,2017
307033_351,1,2007-01-01,WIRT,G012288510969,,,Isle of Wight,2017
443215_351,1,2010-09-01,WIRT,G047130392261,,,Isle of Wight,2017
235652_351,1,2013-12-01,MWBC,D014326139887,,,Isle of Wight,2017
93635_351,1,2002-10-01,AOTH,O012291661994,,,Isle of Wight,2017
86559_351,2,2003-04-01,APKN,C054753786106,,,Isle of Wight,2017
719696_351,1,2001-05-01,MOTH,A057071729729,,,Isle of Wight,2017
255882_351,1,2002-11-01,OOTH,Q090311073711,,,Isle of Wight,2017
997436_351,1,2008-08-01,REFU,I035880470766,,,Isle of Wight,2017
372484_351,1,2013-03-01,MWBC,I073207314394,,,Isle of Wight,2017
530497_351,2,2002-08-01,AIND,T029447613153,,,Isle of Wight,2017
153127_351,2,2003-10-01,MWBC,B070989140522,,,Isle of Wight,2017
939471_351,2,2006-11-01,APKN,X060671334195,,,Isle of Wight,2017
602768_351,1,2002-01-01,WBRI,E084877610796,,,Isle of Wight,2017
483202_351,2,2011-04-01,WBRI,C006987065334,,,Isle of Wight,2017
416086_351,2,2008-02-01,OOTH,W093497526342,,,Isle of Wight,2017
553015_351,1,2010-02-01,AOTH,Y098742237170,,,Isle of Wight,2017
202022_351,1,2011-01-01,APKN,P090071658476,,,Isle of Wight,2017
741295_351,2,2011-05-01,MWAS,H030600797609,,,Isle of Wight,2017
641782_351,1,2006-05-01,AIND,C045104628053,,,Isle of Wight,2017
277721_351,1,2008-04-01,AIND,R091784003300,,,Isle of Wight,2017
567621_351,2,2003-09-01,WROM,A078924382412,,,Isle of Wight,2017
215767_351,1,2003-06-01,APKN,B082317029662,,,Isle of Wight,2017
737682_351,2,2013-09-01,MWBA,L097693845091,,,Isle of Wight,2017
42700_351,2,2002-08-01,BOTH,G010350011962,,,Isle of Wight,2017
44709_351,2,2009-03-01,NOBT,M013445748113,,,Isle of Wight,2017
194717_351,2,2010-10-01,AOTH,D056115004613,,,Isle of Wight,2017
476591_351,2,2004-01-01,WROM,V044858742871,,,Isle of Wight,2017
480954_351,2,2006-10-01,MWBC,X095282793001,,,Isle of Wight,2017
360662_351,2,2012-01-01,AIND,Y071936359818,,,Isle of Wight,2017
545379_351,1,2005-01-01,NOBT,Q073479713699,,,Isle of Wight,2017
863341_351,1,2005-03-01,APKN,S063709921351,,,Isle of Wight,2017
488236_351,2,2011-08-01,WIRI,G038963275314,,,Isle of Wight,2017
939575_351,1,2005-10-01,AOTH,R054461093674,,,Isle of Wight,2017
758190_351,2,2012-12-01,WIRT,I026670823721,,,Isle of Wight,2017
246427_351,1,2011-12-01,WBRI,O003777803679,,,Isle of Wight,2017
371388_351,1,2012-09-01,MWAS,E092793862463,,,Isle of Wight,2017
595693_351,2,2010-02-01,OOTH,Z079182496154,,,Isle of Wight,2017
657005_351,1,2005-04-01,WIRI,U007388706052,,,Isle of Wight,2017
806887_351,1,2007-02-01,WIRT,E052693800465,,,Isle of Wight,2017
150101_351,2,2005-08-01,WROM,U027635685324,,,Isle of Wight,2017
853961_351,2,2005-10-01,MWAS,Q029922435813,,,Isle of Wight,2017
581450_351,1,2002-09-01,AOTH,R086876652409,,,Isle of Wight,2017
978411_351,1,2011-05-01,WROM,G084899888152,,,Isle of Wight,2017
749182_351,1,2012-07-01,REFU,E070169166808,,,Isle of Wight,2017
326903_351,1,2014-11-01,BCRB,Q097291438167,,,Isle of Wight,2017
5347_351,2,2014-03-01,BCRB,M057381146461,,,Isle of Wight,2017
872947_351,2,2003-02-01,WIRT,M051276149038,,,Isle of Wight,2017
738930_351,1,2001-12-01,MWAS,B024573327292,,,Isle of Wight,2017
804600_351,1,2007-09-01,AOTH,E020647484492,,,Isle of Wight,2017
576144_351,2,2008-10-01,NOBT,K036780180563,,,Isle of Wight,2017
261814_351,1,2013-07-01,ABAN,H016726316593,,,Isle of Wight,2017
758337_351,1,2014-10-01,OOTH,T047498096412,,,Isle of Wight,2017
326057_351,2,2003-06-01,APKN,N091441455541,,,Isle of Wight,2017
398161_351,1,2011-11-01,MWAS,N021512708391,,,Isle of Wight,2017
616877_351,2,2001-07-01,CHNE,H000348966994,,,Isle of Wight,2017
638258_351,2,2006-03-01,AIND,I011776043766,,,Isle of Wight,2017
878125_351,2,2007-12-01,MWBA,I077113498998,,,Isle of Wight,2017
187044_351,2,2007-03-01,ABAN,V091016155534,,,Isle of Wight,2017
511721_351,2,2010-10-01,WROM,W055404284200,,,Isle of Wight,2017
122036_351,1,2004-09-01,MWBC,P039181310672,,,Isle of Wight,2017
679967_351,2,2014-05-01,BCRB,R069159610250,,,Isle of Wight,2017
490343_351,2,2008-11-01,WIRT,C015290560814,,,Isle of Wight,2017
891268_351,1,2014-02-01,AOTH,Y067377929673,,,Isle of Wight,2017
206215_351,2,2005-12-01,AIND,C005830966090,,,Isle of Wight,2017
707686_351,2,2002-12-01,MOTH,U062129888981,,,Isle of Wight,2017
819354_351,1,2003-10-01,WBRI,B031206401432,,,Isle of Wight,2017
132609_351,1,2010-04-01,WROM,Y072492878296,,,Isle of Wight,2017
967416_351,1,2014-11-01,BAFR,F026713036622,,,Isle of Wight,2017
400062_351,1,2012-09-01,MOTH,V060076406364,,,Isle of Wight,2017
866347_351,1,2009-12-01,MOTH,S039284909445,,,Isle of Wight,2017
151627_351,2,2014-08-01,ABAN,F072706291468,,,Isle of Wight,2017
860596_351,2,2013-04-01,WROM,H020181126420,,,Isle of Wight,2017
208447_351,1,2010-01-01,BAFR,V073154874976,,,Isle of Wight,2017
234537_351,1,2004-03-01,AIND,G001303982110,,,Isle of Wight,2017
271842_351,2,2006-10-01,MOTH,A047367570484,,,Isle of Wight,2017
880261_351,1,2005-11-01,MOTH,K000168410873,,,Isle of Wight,2017
334496_351,1,2011-02-01,MWBA,R095653652952,,,Isle of Wight,2017
108680_351,2,2008-08-01,MWAS,H020621037783,,,Isle of Wight,2017
191761_351,2,2008-03-01,BOTH,Y009857741029,,,Isle of Wight,2017
895638_351,1,2014-08-01,MWBC,G079312272307,,,Isle of Wight,2017
130619_351,1,2002-05-01,REFU,H052290107896,,,Isle of Wight,2017
699844_351,2,2011-05-01,CHNE,W003243227260,,,Isle of Wight,2017
894558_351,2,2009-10-01,BOTH,O097065314262,,,Isle of Wight,2017
347993_351,1,2011-01-01,AOTH,F082934670480,,,Isle of Wight,2017
64353_351,1,2007-07-01,WROM,B026107714049,,,Isle of Wight,2017
911118_351,1,2014-12-01,MWBC,U019875543644,,,Isle of Wight,2017
53342_351,2,2005-06-01,AIND,W079404053712,,,Isle of Wight,2017
154000_351,1,2006-07-01,WROM,E080580367018,,,Isle of Wight,2017
631644_351,2,2006-08-01,MWAS,A010686286945,,,Isle of Wight,2017
467284_351,1,2002-06-01,BCRB,G012906534543,,,Isle of Wight,2017
496476_351,2,2010-12-01,WOTH,B069117743835,,,Isle of Wight,2017
890787_351,2,2001-12-01,MWAS,K010031349514,,,Isle of Wight,2017
506017_351,2,2011-08-01,REFU,N030653485648,,,Isle of Wight,2017
995462_351,1,2009-09-01,CHNE,Q019094134811,,,Isle of Wight,2017
45688_351,2,2011-11-01,WOTH,I040495890276,,,Isle of Wight,2017
636731_351,2,2002-11-01,NOBT,S058975390604,,,Isle of Wight,2017
57530_351,2,2011-02-01,MWAS,Y048681163255,,,Isle of Wight,2017
61200_351,1,2006-10-01,WIRI,T004781527254,,,Isle of Wight,2017
174199_351,1,2004-09-01,REFU,O027368581310,,,Isle of Wight,2017
941953_351,1,2013-04-01,AIND,N044825691893,,,Isle of Wight,2017
635774_351,2,2013-06-01,WBRI,S057225432405,,,Isle of Wight,2017
622944_351,1,2001-11-01,WROM,D073731390206,,,Isle of Wight,2017
505126_351,1,2002-06-01,REFU,Z023604436864,,,Isle of Wight,2017
832400_351,1,2014-11-01,WROM,O027199183706,,,Isle of Wight,2017
410296_351,1,2003-04-01,MWBC,J090100915505,,,Isle of Wight,2017
450676_351,2,2009-05-01,ABAN,P021551872661,,,Isle of Wight,2017
354349_351,1,2006-03-01,WIRT,M049666783773,,,Isle of Wight,2017
419821_351,1,2012-02-01,BOTH,R009807166855,,,Isle of Wight,2017
42168_351,1,2009-03-01,WIRT,D040671807385,,,Isle of Wight,2017
473820_351,1,2011-12-01,APKN,K027067984907,,,Isle of Wight,2017
389034_351,1,2008-03-01,WBRI,I006475215991,,,Isle of Wight,2017
336628_351,2,2013-04-01,AOTH,F051921963889,,,Isle of Wight,2017
302646_351,2,2001-10-01,CHNE,P002865957555,,,Isle of Wight,2017
487087_351,2,2010-04-01,APKN,D004559364186,,,Isle of Wight,2017
907097_351,2,2014-01-01,REFU,T014439079193,,,Isle of Wight,2017
363733_351,2,2003-08-01,CHNE,B010637627851,,,Isle of Wight,2017
386266_351,2,2010-11-01,WIRT,P008523277899,,,Isle of Wight,2017
488722_351,2,2010-09-01,AOTH,D062985005369,,,Isle of Wight,2017
842399_351,2,2001-06-01,BCRB,S015228655532,,,Isle of Wight,2017
728451_351,1,2010-06-01,MWBA,R065904295735,,,Isle of Wight,2017
772093_351,1,2005-06-01,WROM,A096925436543,,,Isle of Wight,2017
488922_351,1,2014-11-01,REFU,F038769165440,,,Isle of Wight,2017
145458_351,2,2014-05-01,AOTH,T085322783163,,,Isle of Wight,2017
616135_351,2,2006-04-01,WROM,C064234181146,,,Isle of Wight,2017
278915_351,2,2004-08-01,CHNE,J036311753199,,,Isle of Wight,2017
464083_351,2,2014-06-01,WROM,X043193010773,,,Isle of Wight,2017
498548_351,2,2013-05-01,APKN,I082452577976,,,Isle of Wight,2017
155322_351,2,2005-07-01,WROM,Q035210199790,,,Isle of Wight,2017
633435_351,1,2010-07-01,CHNE,F058924625852,,,Isle of Wight,2017
722280_351,2,2007-03-01,WBRI,D037559346652,,,Isle of Wight,2017
700707_351,2,2010-02-01,AIND,K008521358970,,,Isle of Wight,2017
268536_351,2,2007-12-01,WOTH,I071571989794,,,Isle of Wight,2017
466676_351,2,2008-07-01,WBRI,X039544812379,,,Isle of Wight,2017
438558_351,1,2011-01-01,REFU,T002672781606,,,Isle of Wight,2017
169899_351,1,2003-11-01,ABAN,O069941785431,,,Isle of Wight,2017
11511_351,2,2002-05-01,REFU,G067367683100,,,Isle of Wight,2017
72848_351,2,2005-12-01,MWBA,B085987698045,,,Isle of Wight,2017
14890_351,1,2008-12-01,MOTH,H054427196744,,,Isle of Wight,2017
159114_351,2,2002-09-01,WIRT,X008891785469,,,Isle of Wight,2017
635151_351,1,2002-12-01,MOTH,O020299426391,,,Isle of Wight,2017
488450_351,1,2009-06-01,BOTH,V072775668265,,,Isle of Wight,2017
350201_351,2,2005-05-01,WIRT,B000100635746,,,Isle of Wight,2017
206200_351,1,2008-11-01,BOTH,X040478826619,,,Isle of Wight,2017
877802_351,1,2003-02-01,APKN,M009489752602,,,Isle of Wight,2017
586025_351,2,2007-08-01,WIRI,T008640629653,,,Isle of Wight,2017
922950_351,1,2006-06-01,WBRI,Q091902345172,,,Isle of Wight,2017
242363_351,2,2003-01-01,BCRB,C090324173811,,,Isle of Wight,2017
167856_351,1,2007-01-01,AIND,L066156895661,,,Isle of Wight,2017
729455_351,2,2010-08-01,BCRB,E030684863562,,,Isle of Wight,2017
397709_351,2,2009-05-01,MWAS,X049439740360,,,Isle of Wight,2017
752213_351,2,2001-06-01,WIRT,K081922273341,,,Isle of Wight,2017
793438_351,2,2013-11-01,AOTH,U064255248304,,,Isle of Wight,2017
475554_351,2,2012-05-01,ABAN,N019419463884,,,Isle of Wight,2017
861631_351,2,2011-03-01,WOTH,U073470744215,,,Isle of Wight,2017
102726_351,2,2004-01-01,CHNE,N064190467910,,,Isle of Wight,2017
828047_351,1,2001-12-01,WIRI,A026942160902,,,Isle of Wight,2017
568952_351,2,2007-06-01,CHNE,T038009571167,,,Isle of Wight,2017
924131_351,2,2013-06-01,WIRT,O013463592136,,,Isle of Wight,2017
314621_351,1,2009-09-01,REFU,U067299617435,,,Isle of Wight,2017
416827_351,1,2013-09-01,MWBC,P050228081442,,,Isle of Wight,2017
428283_351,1,2003-11-01,WIRI,Q066338574412,,,Isle of Wight,2017
91109_351,2,2011-11-01,NOBT,V084595437767,,,Isle of Wight,2017
478404_351,1,2013-08-01,WROM,M054614106108,,,Isle of Wight,2017
399401_351,1,2009-07-01,WIRT,W027366145147,,,Isle of Wight,2017
608146_351,2,2010-10-01,AOTH,B042999805585,,,Isle of Wight,2017
996243_351,1,2014-12-01,REFU,G034900149044,,,Isle of Wight,2017
92909_351,1,2004-01-01,MOTH,Y017047402697,,,Isle of Wight,2017
932578_351,1,2004-02-01,AOTH,R060809034106,,,Isle of Wight,2017
798433_351,1,2014-12-01,WIRT,P065444218302,,,Isle of Wight,2017
998559_351,1,2009-02-01,WIRI,X027695401160,,,Isle of Wight,2017
850417_351,1,2008-04-01,AIND,T017594403015,,,Isle of Wight,2017
864286_351,2,2001-10-01,AOTH,N072803939012,,,Isle of Wight,2017
537358_351,2,2003-04-01,WROM,D055076284449,,,Isle of Wight,2017
940537_351,2,2007-09-01,APKN,K029664844569,,,Isle of Wight,2017
654398_351,2,2006-12-01,WBRI,N000525626682,,,Isle of Wight,2017
118670_351,2,2010-01-01,AOTH,C045887931901,,,Isle of Wight,2017
626666_351,2,2010-07-01,WIRT,R049669608293,,,Isle of Wight,2017
270142_351,2,2003-07-01,MWBC,Q015830843138,,,Isle of Wight,2017
653007_351,1,2008-04-01,MWBC,Q088669607840,,,Kent,2017
61205_351,1,2009-10-01,CHNE,D042696028669,,,Kent,2017
916162_351,2,2004-06-01,WBRI,M097886352952,,,Kent,2017
849876_351,1,2009-02-01,WROM,M069996744699,,,Kent,2017
903025_351,1,2006-02-01,CHNE,G007793418989,,,Kent,2017
463968_351,1,2005-10-01,BOTH,C096712533536,,,Kent,2017
663835_351,2,2005-11-01,BOTH,E035455174700,,,Kent,2017
123967_351,1,2004-02-01,CHNE,B047144481924,,,Kent,2017
315722_351,2,2005-12-01,WIRT,U074104665913,,,Kent,2017
234537_351,1,2004-03-01,AIND,G001303982110,,,Kent,2017
872809_351,1,2004-05-01,ABAN,L048795611066,,,Kent,2017
41665_351,1,2012-09-01,ABAN,X029460126592,,,Kent,2017
316456_351,1,2013-12-01,AIND,M084441326135,,,Kent,2017
248876_351,1,2006-08-01,APKN,P044237646234,,,Kent,2017
616877_351,2,2001-07-01,CHNE,H000348966994,,,Kent,2017
628289_351,1,2001-09-01,MWBA,Q063834281467,,,Kent,2017
938307_351,1,2002-08-01,WOTH,V056656314645,,,Kent,2017
334332_351,1,2009-01-01,MWBC,W023438620052,,,Kent,2017
16503_351,2,2003-02-01,BCRB,P069430505523,,,Kent,2017
953253_351,1,2005-08-01,AOTH,A014707294328,,,Kent,2017
202022_351,1,2011-01-01,APKN,P090071658476,,,Kent,2017
722280_351,2,2007-03-01,WBRI,D037559346652,,,Kent,2017
620489_351,2,2013-10-01,AIND,X039112226251,,,Kent,2017
186835_351,2,2014-01-01,WBRI,P064709982106,,,Kent,2017
696647_351,1,2001-08-01,OOTH,Y080282277082,,,Kent,2017
701974_351,1,2003-05-01,ABAN,U088626503806,,,Kent,2017
466174_351,1,2007-02-01,WROM,E019404078408,,,Kent,2017
48361_351,1,2012-03-01,AIND,G034995583638,,,Kent,2017
454230_351,2,2012-05-01,ABAN,X019143952020,,,Kent,2017
893192_351,2,2013-04-01,WOTH,C005172836683,,,Kent,2017
997436_351,1,2008-08-01,REFU,I035880470766,,,Kent,2017
63949_351,1,2013-06-01,AIND,Z087838582080,,,Kent,2017
772093_351,1,2005-06-01,WROM,A096925436543,,,Kent,2017
994849_351,2,2013-06-01,MWBA,Z002142459704,,,Kent,2017
842399_351,2,2001-06-01,BCRB,S015228655532,,,Kent,2017
70956_351,1,2012-09-01,REFU,F054247563732,,,Kent,2017
225906_351,1,2001-07-01,NOBT,P017881551964,,,Kent,2017
259706_351,1,2006-04-01,MOTH,T020950593675,,,Kent,2017
309604_351,1,2012-03-01,WROM,V055119330866,,,Kent,2017
167856_351,1,2007-01-01,AIND,L066156895661,,,Kent,2017
43460_351,2,2013-03-01,BCRB,K069733605458,,,Kent,2017
438326_351,2,2001-10-01,BCRB,G083134831552,,,Kent,2017
587081_351,1,2002-03-01,MWBA,J050473255483,,,Kent,2017
796775_351,2,2014-12-01,NOBT,I079406455242,,,Kent,2017
825813_351,2,2002-11-01,REFU,I021872887570,,,Kent,2017
503671_351,1,2014-04-01,MWAS,D099603464809,,,Kent,2017
293602_351,1,2004-12-01,ABAN,A038396834526,,,Kent,2017
396152_351,1,2002-12-01,MWBC,U075134109043,,,Kent,2017
799808_351,2,2005-08-01,BCRB,Q085498964223,,,Kent,2017
335540_351,1,2014-06-01,OOTH,Y016467024631,,,Kent,2017
577605_351,1,2009-10-01,WOTH,O028787602617,,,Kent,2017
191772_351,2,2010-10-01,OOTH,Q085358978472,,,Kent,2017
9083_351,1,2008-04-01,WIRT,X087437914585,,,Kent,2017
301593_351,2,2002-10-01,BOTH,T040043546538,,,Kent,2017
232206_351,2,2007-02-01,NOBT,L040193293639,,,Kent,2017
597990_351,2,2007-06-01,CHNE,U062903218739,,,Kent,2017
517338_351,1,2004-01-01,BAFR,Z038443497708,,,Kent,2017
528912_351,2,2006-08-01,AOTH,A074084371491,,,Kent,2017
122036_351,1,2004-09-01,MWBC,P039181310672,,,Kent,2017
128563_351,2,2003-03-01,WOTH,Z059701106947,,,Kent,2017
346313_351,1,2009-08-01,OOTH,L073868744356,,,Kent,2017
534184_351,2,2007-06-01,WOTH,U056009946659,,,Kent,2017
771638_351,2,2003-01-01,MWBC,E094917579738,,,Kent,2017
64353_351,1,2007-07-01,WROM,B026107714049,,,Kent,2017
136051_351,1,2010-03-01,ABAN,L094762812203,,,Kent,2017
806887_351,1,2007-02-01,WIRT,E052693800465,,,Kent,2017
881062_351,2,2003-05-01,CHNE,T016248283428,,,Kent,2017
59984_351,2,2006-12-01,APKN,R098586891571,,,Kent,2017
140395_351,1,2009-01-01,WROM,I034961299318,,,Kent,2017
701805_351,2,2012-07-01,WIRT,N072077741416,,,Kent,2017
765197_351,2,2001-09-01,WIRT,F011738608709,,,Kent,2017
614636_351,2,2010-10-01,WIRT,O038922052973,,,Kent,2017
457033_351,2,2004-05-01,AIND,T003781559827,,,Kent,2017
723720_351,2,2014-03-01,NOBT,G002032009497,,,Kent,2017
449070_351,1,2008-08-01,NOBT,E080781958118,,,Kent,2017
178580_351,2,2005-08-01,BCRB,H019232242589,,,Kent,2017
838399_351,1,2011-06-01,REFU,U041310889193,,,Kent,2017
394492_351,1,2006-04-01,WROM,D017507346752,,,Kent,2017
222690_351,2,2005-05-01,WROM,Z062438266850,,,Kent,2017
139880_351,1,2003-01-01,WIRI,L036574794606,,,Kent,2017
971060_351,2,2005-07-01,BCRB,I089467748244,,,Kent,2017
14338_351,2,2001-09-01,WBRI,G059717377133,,,Kent,2017
707657_351,2,2011-06-01,MWBA,P066397864038,,,Kent,2017
163549_351,1,2009-02-01,AIND,H069691537179,,,Kent,2017
770560_351,1,2009-06-01,NOBT,Y075512256734,,,Kent,2017
241141_351,2,2009-09-01,ABAN,H057965984377,,,Kent,2017
818685_351,1,2003-04-01,MWAS,D092530250711,,,Kent,2017
630709_351,2,2004-02-01,WIRT,X019416708804,,,Kent,2017
84139_351,2,2006-10-01,OOTH,F097181041942,,,Kent,2017
380452_351,2,2002-09-01,AIND,M033845664196,,,Kent,2017
154145_351,1,2010-08-01,OOTH,N011894073886,,,Kent,2017
681201_351,1,2005-07-01,NOBT,V050665460645,,,Kent,2017
74595_351,2,2009-07-01,MWBA,R090899437278,,,Kent,2017
45688_351,2,2011-11-01,WOTH,I040495890276,,,Kent,2017
982320_351,2,2008-11-01,CHNE,L046312706021,,,Kent,2017
928343_351,1,2010-11-01,BCRB,W025144770690,,,Kent,2017
690246_351,1,2009-08-01,REFU,Y090852492142,,,Kent,2017
296715_351,1,2002-09-01,BOTH,C023179840665,,,Kent,2017
376773_351,1,2006-05-01,CHNE,I086927489720,,,Kent,2017
789057_351,2,2006-07-01,ABAN,H055286916402,,,Kent,2017
194717_351,2,2010-10-01,AOTH,D056115004613,,,Kent,2017
670580_351,2,2006-12-01,MWBA,L063150258016,,,Kent,2017
774560_351,1,2010-06-01,AOTH,O021501981415,,,Kent,2017
61058_351,1,2003-01-01,APKN,P099738638836,,,Kent,2017
85005_351,1,2012-09-01,WIRI,Q032632385529,,,Kent,2017
399462_351,1,2009-01-01,REFU,J040197771825,,,Kent,2017
666424_351,1,2008-06-01,WROM,I092871334584,,,Kent,2017
566763_351,1,2013-06-01,MOTH,U040973615189,,,Kent,2017
841260_351,2,2008-05-01,WIRI,Q023745885783,,,Kent,2017
26778_351,2,2004-03-01,REFU,D024575474346,,,Kent,2017
550948_351,2,2004-08-01,WOTH,W067789939598,,,Kent,2017
498485_351,1,2004-07-01,BOTH,W013624614715,,,Kent,2017
531540_351,2,2014-12-01,BOTH,N018182930457,,,Kent,2017
268417_351,1,2009-02-01,CHNE,O047408890320,,,Kent,2017
520294_351,2,2013-02-01,OOTH,H035367998112,,,Kent,2017
134777_351,1,2012-08-01,AOTH,D091861049088,,,Kent,2017
100515_351,2,2003-01-01,MWBA,P049931029197,,,Kent,2017
831212_351,2,2004-11-01,REFU,G005123544248,,,Kent,2017
58005_351,2,2010-06-01,OOTH,L042110910450,,,Kent,2017
391413_351,1,2011-05-01,MWAS,Z011745611918,,,Kent,2017
707962_351,1,2008-07-01,MWBA,D097601267577,,,Kent,2017
328637_351,2,2002-09-01,BCRB,V039799202106,,,Kent,2017
331938_351,2,2006-04-01,BCRB,Z046553589573,,,Kent,2017
472565_351,2,2010-01-01,WOTH,A063029465392,,,Kent,2017
888626_351,1,2002-06-01,WIRT,O019775244229,,,Kent,2017
206200_351,1,2008-11-01,BOTH,X040478826619,,,Kent,2017
30269_351,2,2014-09-01,WIRI,N077930444449,,,Kent,2017
764574_351,1,2011-11-01,MWBC,H036739398164,,,Kent,2017
904956_351,1,2011-09-01,ABAN,Y086610774757,,,Kent,2017
783126_351,2,2001-05-01,MWBA,J023832539269,,,Kent,2017
881502_351,1,2003-11-01,REFU,Z080518354406,,,Kent,2017
993960_351,2,2007-02-01,WROM,Q086422741211,,,Kent,2017
320969_351,1,2010-12-01,ABAN,W075804726337,,,Kent,2017
996314_351,2,2013-11-01,AOTH,X075799639581,,,Kent,2017
184178_351,2,2011-04-01,MWBC,Q009448452858,,,Kent,2017
856695_351,2,2011-09-01,MWBA,I033165351178,,,Kent,2017
481681_351,1,2008-02-01,OOTH,D027619753545,,,Kent,2017
170021_351,2,2005-03-01,WIRT,F064272116575,,,Kent,2017
377540_351,1,2007-02-01,NOBT,G074664160953,,,Kent,2017
324424_351,1,2006-02-01,WIRI,W068862245097,,,Kent,2017
236192_351,1,2008-07-01,APKN,K079127911622,,,Kent,2017
756999_351,2,2001-10-01,MWAS,O036383142084,,,Kent,2017
466414_351,1,2006-01-01,MOTH,Q048920759837,,,Kent,2017
988472_351,1,2007-01-01,AOTH,V090193954780,,,Kent,2017
296403_351,2,2009-11-01,WROM,X097544124899,,,Kent,2017
497219_351,1,2007-08-01,ABAN,Z074586584463,,,Kent,2017
635674_351,1,2012-07-01,BCRB,K088084009777,,,Kent,2017
1645_351,1,2009-07-01,MWBC,G004019633244,,,Kent,2017
406196_351,2,2012-07-01,WIRT,P089978881890,,,Kent,2017
